sentence_id,category,dimension,sentence,emotion
8798,ฒสต็,ฒ๚ฦท,อโนÛษ่ผฦฒปดํ,บรฦภ
8799,ฒสต็,ฒ๚ฦท,อโนÛด๓ฦ๘สนำร,บรฦภ
8800,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8801,ฒสต็,ฒ๚ฦท,รภนÛ,บรฦภ
8802,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
8803,ฒสต็,ฒ๚ฦท,รภนÛด๓ทฝ,บรฦภ
8804,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8805,ฒสต็,ฒ๚ฦท,อโะฮปนฒปดํ,บรฦภ
8806,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8807,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8808,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8809,ฒสต็,ฒ๚ฦท,ต็สำบÜฦฏมม,บรฦภ
8810,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8811,ฒสต็,ฒ๚ฦท,ต็สำบÜฦฏมม,บรฦภ
8812,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
8813,ฒสต็,ฒ๚ฦท,อโฑํฦฏมม,บรฦภ
8814,ฒสต็,ฒ๚ฦท,อโนÛาฒบÜฦฏมม,บรฦภ
8815,ฒสต็,ฒ๚ฦท,อโนÛาฒบรฟด,บรฦภ
8816,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8817,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8818,ฒสต็,ฒ๚ฦท,อโนÛบÜฦฏมม,บรฦภ
8819,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8820,ฒสต็,ฒ๚ฦท,อโนÛบÜฦฏมม,บรฦภ
8821,ฒสต็,ฒ๚ฦท,อโนÛอฆบรตฤ,บรฦภ
8822,ฒสต็,ฒ๚ฦท,อโนÛปนสวบÜฦฏมมตฤ,บรฦภ
8823,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
8824,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8825,ฒสต็,ฒ๚ฦท,อโนÛสฑษะ,บรฦภ
8826,ฒสต็,ฒ๚ฦท,อโนÛาฒบÜฦฏมม,บรฦภ
8827,ฒสต็,ฒ๚ฦท,อโนÛษ่ผฦฒปดํ,บรฦภ
8828,ฒสต็,ฒ๚ฦท,อโนÛด๓ฦ๘สนำร,บรฦภ
8829,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8830,ฒสต็,ฒ๚ฦท,รภนÛ,บรฦภ
8831,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
8832,ฒสต็,ฒ๚ฦท,รภนÛด๓ทฝ,บรฦภ
8833,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8834,ฒสต็,ฒ๚ฦท,อโะฮปนฒปดํ,บรฦภ
8835,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8836,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8837,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8838,ฒสต็,ฒ๚ฦท,ต็สำบÜฒปดํ,บรฦภ
8839,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
8840,ฒสต็,ฒ๚ฦท,อโนÛบÜบรฟด,บรฦภ
8841,ฒสต็,ฒ๚ฦท,อโนÛบรฟด,บรฦภ
8842,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8843,ฒสต็,ฒ๚ฦท,ต็สำบÜฒปดํ,บรฦภ
8844,ฒสต็,ฒ๚ฦท,อโนÛบรฟด,บรฦภ
8845,ฒสต็,ฒ๚ฦท,อโนÛสฑษะ,บรฦภ
8846,ฒสต็,ฒ๚ฦท,อโนÛบÜฒฺ,บรฦภ
8847,ฒสต็,ฒ๚ฦท,อโนÛฦฏมมึตตรนบย๒,บรฦภ
8848,ฒสต็,ฒ๚ฦท,ด๓ฦ๘สฑษะ,บรฦภ
8849,ฒสต็,ฒ๚ฦท,อโนÛบÜบรฟด,บรฦภ
8850,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8851,ฒสต็,ฒ๚ฦท,อโนÛฦฏมมำะอ๘ย็,บรฦภ
8852,ฒสต็,ฒ๚ฦท,อโนÛสฑษะ,บรฦภ
8853,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8854,ฒสต็,ฒ๚ฦท,ษฬฦทอโนÛฦฏมม,บรฦภ
8855,ฒสต็,ฒ๚ฦท,อโนÛปนฟษาิ,ึะฦภ
8856,ฒสต็,ฒ๚ฦท,อโนÛฦฏมมำะอ๘ย็,บรฦภ
8857,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8858,ฒสต็,ฒ๚ฦท,อโนÛบÜบรฟด,บรฦภ
8859,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8860,ฒสต็,ฒ๚ฦท,อโนÛฦฏมมำะอ๘ย็,บรฦภ
8861,ฒสต็,ฒ๚ฦท,อโนÛสฑษะ,บรฦภ
8862,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8863,ฒสต็,ฒ๚ฦท,ษฬฦทอโนÛฦฏมม,บรฦภ
8864,ฒสต็,ฒ๚ฦท,อโนÛปนฟษาิ,ึะฦภ
8865,ฒสต็,ฒ๚ฦท,อโนÛฦฏมมำะอ๘ย็,บรฦภ
8866,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8867,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
8868,ฒสต็,ฒ๚ฦท,อโฑํฦฏมม,บรฦภ
8869,ฒสต็,ฒ๚ฦท,อโนÛาฒบÜฦฏมม,บรฦภ
8870,ฒสต็,ฒ๚ฦท,อโนÛาฒบรฟด,บรฦภ
8871,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8872,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8873,ฒสต็,ฒ๚ฦท,อโนÛบÜฦฏมม,บรฦภ
8874,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8875,ฒสต็,ฒ๚ฦท,อโนÛบÜฦฏมม,บรฦภ
8876,ฒสต็,ฒ๚ฦท,อโนÛอฆบรตฤ,บรฦภ
8877,ฒสต็,ฒ๚ฦท,อโนÛปนสวบÜฦฏมมตฤ,บรฦภ
8878,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
8879,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8880,ฒสต็,ฒ๚ฦท,อโนÛสฑษะ,บรฦภ
8881,ฒสต็,ฒ๚ฦท,อโนÛาฒบÜฦฏมม,บรฦภ
8882,ฒสต็,ฒ๚ฦท,อโนÛษ่ผฦฒปดํ,บรฦภ
8883,ฒสต็,ฒ๚ฦท,อโนÛด๓ฦ๘สนำร,บรฦภ
8884,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8885,ฒสต็,ฒ๚ฦท,รภนÛ,บรฦภ
8886,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
8887,ฒสต็,ฒ๚ฦท,รภนÛด๓ทฝ,บรฦภ
8888,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8889,ฒสต็,ฒ๚ฦท,อโะฮปนฒปดํ,บรฦภ
8890,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8891,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8892,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
8893,ฒสต็,ฒ๚ฦท,อโฑํฦฏมม,บรฦภ
8894,ฒสต็,ฒ๚ฦท,อโนÛาฒบÜฦฏมม,บรฦภ
8895,ฒสต็,ฒ๚ฦท,อโนÛาฒบรฟด,บรฦภ
8896,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8897,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8898,ฒสต็,ฒ๚ฦท,อโนÛบÜฦฏมม,บรฦภ
8899,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8900,ฒสต็,ฒ๚ฦท,อโนÛบÜฦฏมม,บรฦภ
8901,ฒสต็,ฒ๚ฦท,อโนÛอฆบรตฤ,บรฦภ
8902,ฒสต็,ฒ๚ฦท,อโนÛปนสวบÜฦฏมมตฤ,บรฦภ
8903,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
8904,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8905,ฒสต็,ฒ๚ฦท,อโนÛสฑษะ,บรฦภ
8906,ฒสต็,ฒ๚ฦท,อโนÛาฒบÜฦฏมม,บรฦภ
8907,ฒสต็,ฒ๚ฦท,อโนÛษ่ผฦฒปดํ,บรฦภ
8908,ฒสต็,ฒ๚ฦท,อโนÛด๓ฦ๘สนำร,บรฦภ
8909,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8910,ฒสต็,ฒ๚ฦท,รภนÛ,บรฦภ
8911,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
8912,ฒสต็,ฒ๚ฦท,รภนÛด๓ทฝ,บรฦภ
8913,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8914,ฒสต็,ฒ๚ฦท,อโะฮปนฒปดํ,บรฦภ
8915,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8916,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8917,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
8918,ฒสต็,ฒ๚ฦท,อโฑํฦฏมม,บรฦภ
8919,ฒสต็,ฒ๚ฦท,อโนÛาฒบÜฦฏมม,บรฦภ
8920,ฒสต็,ฒ๚ฦท,อโนÛาฒบรฟด,บรฦภ
8921,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8922,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8923,ฒสต็,ฒ๚ฦท,อโนÛบÜฦฏมม,บรฦภ
8924,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8925,ฒสต็,ฒ๚ฦท,อโนÛบÜฦฏมม,บรฦภ
8926,ฒสต็,ฒ๚ฦท,อโนÛอฆบรตฤ,บรฦภ
8927,ฒสต็,ฒ๚ฦท,อโนÛปนสวบÜฦฏมมตฤ,บรฦภ
8928,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
8929,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8930,ฒสต็,ฒ๚ฦท,อโนÛสฑษะ,บรฦภ
8931,ฒสต็,ฒ๚ฦท,อโนÛาฒบÜฦฏมม,บรฦภ
8932,ฒสต็,ฒ๚ฦท,อโนÛษ่ผฦฒปดํ,บรฦภ
8933,ฒสต็,ฒ๚ฦท,อโนÛด๓ฦ๘สนำร,บรฦภ
8934,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8935,ฒสต็,ฒ๚ฦท,รภนÛ,บรฦภ
8936,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
8937,ฒสต็,ฒ๚ฦท,รภนÛด๓ทฝ,บรฦภ
8938,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8939,ฒสต็,ฒ๚ฦท,อโะฮปนฒปดํ,บรฦภ
8940,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8941,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8942,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
8943,ฒสต็,ฒ๚ฦท,อโฑํฦฏมม,บรฦภ
8944,ฒสต็,ฒ๚ฦท,อโนÛาฒบÜฦฏมม,บรฦภ
8945,ฒสต็,ฒ๚ฦท,อโนÛาฒบรฟด,บรฦภ
8946,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8947,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8948,ฒสต็,ฒ๚ฦท,อโนÛบÜฦฏมม,บรฦภ
8949,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8950,ฒสต็,ฒ๚ฦท,อโนÛบÜฦฏมม,บรฦภ
8951,ฒสต็,ฒ๚ฦท,อโนÛอฆบรตฤ,บรฦภ
8952,ฒสต็,ฒ๚ฦท,อโนÛปนสวบÜฦฏมมตฤ,บรฦภ
8953,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
8954,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8955,ฒสต็,ฒ๚ฦท,อโนÛสฑษะ,บรฦภ
8956,ฒสต็,ฒ๚ฦท,อโนÛาฒบÜฦฏมม,บรฦภ
8957,ฒสต็,ฒ๚ฦท,อโนÛษ่ผฦฒปดํ,บรฦภ
8958,ฒสต็,ฒ๚ฦท,อโนÛด๓ฦ๘สนำร,บรฦภ
8959,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8960,ฒสต็,ฒ๚ฦท,รภนÛ,บรฦภ
8961,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
8962,ฒสต็,ฒ๚ฦท,รภนÛด๓ทฝ,บรฦภ
8963,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8964,ฒสต็,ฒ๚ฦท,อโะฮปนฒปดํ,บรฦภ
8965,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8966,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8967,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
8968,ฒสต็,ฒ๚ฦท,อโฑํฦฏมม,บรฦภ
8969,ฒสต็,ฒ๚ฦท,อโนÛาฒบÜฦฏมม,บรฦภ
8970,ฒสต็,ฒ๚ฦท,อโนÛาฒบรฟด,บรฦภ
8971,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8972,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8973,ฒสต็,ฒ๚ฦท,อโนÛบÜฦฏมม,บรฦภ
8974,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8975,ฒสต็,ฒ๚ฦท,อโนÛบÜฦฏมม,บรฦภ
8976,ฒสต็,ฒ๚ฦท,อโนÛอฆบรตฤ,บรฦภ
8977,ฒสต็,ฒ๚ฦท,อโนÛปนสวบÜฦฏมมตฤ,บรฦภ
8978,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
8979,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8980,ฒสต็,ฒ๚ฦท,อโนÛสฑษะ,บรฦภ
8981,ฒสต็,ฒ๚ฦท,อโนÛาฒบÜฦฏมม,บรฦภ
8982,ฒสต็,ฒ๚ฦท,อโนÛษ่ผฦฒปดํ,บรฦภ
8983,ฒสต็,ฒ๚ฦท,อโนÛด๓ฦ๘สนำร,บรฦภ
8984,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8985,ฒสต็,ฒ๚ฦท,รภนÛ,บรฦภ
8986,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
8987,ฒสต็,ฒ๚ฦท,รภนÛด๓ทฝ,บรฦภ
8988,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8989,ฒสต็,ฒ๚ฦท,อโะฮปนฒปดํ,บรฦภ
8990,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8991,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
8992,ฒสต็,ฒ๚ฦท,ต็สำบÜฒปดํ,บรฦภ
8993,ฒสต็,ฒ๚ฦท,อโนÛบÜบรฟด,บรฦภ
8994,ฒสต็,ฒ๚ฦท,ต็สำบÜฦฏมม,บรฦภ
8995,ฒสต็,ฒ๚ฦท,อโนÛบÜฦฎมม,บรฦภ
8996,ฒสต็,ฒ๚ฦท,อโนÛาฒบÜบร,บรฦภ
8997,ฒสต็,ฒ๚ฦท,ต็สำบÜฒปดํ,บรฦภ
8998,ฒสต็,ฒ๚ฦท,อโะฮสฑษะ,บรฦภ
8999,ฒสต็,ฒ๚ฦท,อโนÛย๚าโ,บรฦภ
9000,ฒสต็,ฒ๚ฦท,ต็สำทวณฃฦฏมม,บรฦภ
9001,ฒสต็,ฒ๚ฦท,อโนÛบÜบรฟด,บรฦภ
9002,ฒสต็,ฒ๚ฦท,อโนÛด๓ฦ๘,บรฦภ
9003,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘ษฯตตดฮ,บรฦภ
9004,ฒสต็,ฒ๚ฦท,อโนÛาฒฟษาิ,บรฦภ
9005,ฒสต็,ฒ๚ฦท,อโนÛฒปดํ,บรฦภ
9006,ฒสต็,ฒ๚ฦท,อโนÛบÜฦฏมม,บรฦภ
9007,ฒสต็,ฒ๚ฦท,ธ฿ถหด๓ฦ๘,บรฦภ
9008,ฒสต็,ฒ๚ฦท,อโนÛฦฏมมา๔ึสบร,บรฦภ
9009,ฒสต็,ฒ๚ฦท,อโนÛฒปดํ,บรฦภ
9010,ฒสต็,ฒ๚ฦท,ต็สำบÜฒปดํ,บรฦภ
9011,ฒสต็,ฒ๚ฦท,อโนÛบร,บรฦภ
9012,ฒสต็,ฒ๚ฦท,รภนÛ,บรฦภ
9013,ฒสต็,ฒ๚ฦท,อโนÛฒปดํ,บรฦภ
9014,ฒสต็,ฒ๚ฦท,ต็สำบÜฒปดํ,บรฦภ
9015,ฒสต็,ฒ๚ฦท,อโนÛบร,บรฦภ
9016,ฒสต็,ฒ๚ฦท,รภนÛ,บรฦภ
9017,ฒสต็,ฒ๚ฦท,อโนÛบÜฦฏมม,บรฦภ
9018,ฒสต็,ฒ๚ฦท,อโนÛบร,บรฦภ
9019,ฒสต็,ฒ๚ฦท,อโนÛสฑษะ,บรฦภ
9020,ฒสต็,ฒ๚ฦท,อโนÛฦฏมม,บรฦภ
9021,ฒสต็,ฒ๚ฦท,อโนÛฒปรภนÛ,ฒ๎ฦภ
9022,ฒสต็,ฒ๚ฦท,อโนÛฒปรภนÛ,ฒ๎ฦภ
9023,ฒสต็,ฒ๚ฦท,อโนÛฑใาห,ฒ๎ฦภ
9024,ฒสต็,ฒ๚ฦท,อโนÛำะตใฒปย๚าโ,ึะฦภ
9025,ฒสต็,ฒ๚ฦท,อโนÛฒปีฆตุ,ฒ๎ฦภ
9026,ฒสต็,ฒ๚ฦท,ัีษซำะตใฐื,ึะฦภ
9027,ฒสต็,ฒ๚ฦท,ัีษซำะตใฐื,ึะฦภ
9028,ฒสต็,ฒ๚ฦท,อโนÛฒปีฆตุ,ฒ๎ฦภ
9029,ฒสต็,ฒ๚ฦท,อโนÛฒปีฆตุ,ฒ๎ฦภ
9030,ฒสต็,ฒ๚ฦท,ัีษซำะตใฐื,ึะฦภ
9031,ฒสต็,ฒ๚ฦท,ัีษซำะตใฐื,ึะฦภ
9032,ฒสต็,ฒ๚ฦท,อโนÛฒปีฆตุ,ฒ๎ฦภ
9033,ฒสต็,ฒ๚ฦท,อโนÛฒปีฆตุ,ฒ๎ฦภ
9034,ฒสต็,ฒ๚ฦท,อโนÛฒปีฆตุ,ฒ๎ฦภ
9035,ฒสต็,ฒ๚ฦท,อโนÛฒปีฆตุ,ฒ๎ฦภ
9036,ฒสต็,ฒ๚ฦท,อโนÛฒปีฆตุ,ฒ๎ฦภ
9037,ฒสต็,ฒ๚ฦท,อโนÛฒปีฆั๙,ฒ๎ฦภ
9038,ฒสต็,ฒ๚ฦท,อโนÛฒปีฆตุ,ฒ๎ฦภ
9039,ฒสต็,ฒ๚ฦท,อโนÛฒปีฆตุ,ฒ๎ฦภ
9040,ฒสต็,ฒ๚ฦท,อโนÛฒปีฆตุ,ฒ๎ฦภ
9041,ฒสต็,ฒ๚ฦท,ัีษซำะตใฐื,ึะฦภ
9042,ฒสต็,ฒ๚ฦท,อโนÛฦีอจ,ึะฦภ
9043,ฒสต็,ฒ๚ฦท,อโนÛื๖นคำะดýฬแธ฿,ึะฦภ
9044,ฒสต็,ฒ๚ฦท,อโนÛฦีอจ,ึะฦภ
9045,ฒสต็,ฒ๚ฦท,ษ่ผฦัฯึุศฑฯÝ,ฒ๎ฦภ
9046,ฒสต็,ฒ๚ฦท,อโนÛฒปบÜพซฯธ,ฒ๎ฦภ
9047,ฒสต็,ฒ๚ฦท,อโนÛฒปีฆตุ,ฒ๎ฦภ
9048,ฒสต็,ฒ๚ฦท,อโนÛฒปีฆั๙,ฒ๎ฦภ
9049,ฒสต็,ฒ๚ฦท,อโนÛฒปีฆตุ,ฒ๎ฦภ
9050,ฒสต็,ฒ๚ฦท,อโนÛฒปีฆตุ,ฒ๎ฦภ
9051,ฒสต็,ฒ๚ฦท,ัีษซำะตใฐื,ึะฦภ
9052,ฒสต็,ฒ๚ฦท,อโนÛฦีอจ,ึะฦภ
9053,ฒสต็,ฒ๚ฦท,อโนÛื๖นคำะดýฬแธ฿,ึะฦภ
9054,ฒสต็,ฒ๚ฦท,อโนÛฦีอจ,ึะฦภ
9055,ฒสต็,ฒ๚ฦท,ษ่ผฦัฯึุศฑฯÝ,ฒ๎ฦภ
9056,ฒสต็,ฒ๚ฦท,อโนÛฒปบÜพซฯธ,ฒ๎ฦภ
9057,ฒสต็,ฒ๚ฦท,อโนÛฦีอจ,ึะฦภ
9058,ฒสต็,ฒ๚ฦท,อโนÛื๖นคาปฐใ,ึะฦภ
9059,ฒสต็,ฒ๚ฦท,อโนÛฒปสวบÜฦฏมม,ึะฦภ
9060,ฒสต็,ฒ๚ฦท,อโนÛำะดýธฤฝ๘,ึะฦภ
9061,ฒสต็,ฒ๚ฦท,อโนÛฒปีฆั๙,ฒ๎ฦภ
9062,ฒสต็,ฒ๚ฦท,ต็สำป๚ฑ฿ิตำะฒปร๗ิญา๒ตฤบฺษซำกืำ,ฒ๎ฦภ
9063,ฒสต็,ฒ๚ฦท,ัีษซำะตใฐื,ึะฦภ
9064,ฒสต็,ฒ๚ฦท,อโนÛปนสววๅฮ๚ถศถผฒปธานงฮฌ,ฒ๎ฦภ
9065,ฒสต็,ฒ๚ฦท,อโนÛปนสววๅฮ๚ถศถผฒปธานงฮฌ,ฒ๎ฦภ
9066,ฒสต็,ฒ๚ฦท,อโนÛปนสววๅฮ๚ถศถผฒปธานงฮฌ,ฒ๎ฦภ
9067,ฒสต็,ฒ๚ฦท,อโนÛภดฟดฒปหใษ่ผฦบรฟด,ฒ๎ฦภ
9068,ฒสต็,ฒ๚ฦท,อโนÛภดฟดฒปหใษ่ผฦบรฟด,ฒ๎ฦภ
9069,ฒสต็,ฒ๚ฦท,อโนÛฒปสวฬซบรฟด,ึะฦภ
9070,ฒสต็,ฒ๚ฦท,อโนÛฒปสวฬซบรฟด,ึะฦภ
9071,ฒสต็,ฒ๚ฦท,ัีษซำะตใฐื,ึะฦภ
9072,ฒสต็,ฒ๚ฦท,อโนÛฟดืลฒปสวบÜบร,ึะฦภ
9073,ฒสต็,ฒ๚ฦท,อโนÛื๖นคดึฒฺ,ฒ๎ฦภ
9074,ฒสต็,ฒ๚ฦท,อโนÛฟดืลฒปสวบÜบร,ึะฦภ
9075,ฒสต็,ฒ๚ฦท,อโนÛื๖นคดึฒฺ,ฒ๎ฦภ
9076,ฒสต็,ฒ๚ฦท,อโนÛื๖นคดึฒฺ,ฒ๎ฦภ
9077,ฒสต็,ฒ๚ฦท,อโนÛฑใาห,ฒ๎ฦภ
9078,ฒสต็,ฒ๚ฦท,อโนÛรปตตดฮ,ฒ๎ฦภ
9079,ฒสต็,ฒ๚ฦท,อโนÛฒปบรฟด,ฒ๎ฦภ
9080,ฒสต็,ฒ๚ฦท,อโนÛนคาีฒปบร,ฒ๎ฦภ
9081,ฒสต็,ฒ๚ฦท,ต็สำป๚ฑ฿ิตำะฒปร๗ิญา๒ตฤบฺษซำกืำ,ฒ๎ฦภ
9082,ฒสต็,ฒ๚ฦท,อโนÛปนสววๅฮ๚ถศถผฒปธานงฮฌ,ฒ๎ฦภ
9083,ฒสต็,ฒ๚ฦท,อโนÛปนสววๅฮ๚ถศถผฒปธานงฮฌ,ฒ๎ฦภ
9084,ฒสต็,ฒ๚ฦท,อโนÛปนสววๅฮ๚ถศถผฒปธานงฮฌ,ฒ๎ฦภ
9085,ฒสต็,ฒ๚ฦท,อโนÛภดฟดฒปหใษ่ผฦบรฟด,ฒ๎ฦภ
9086,ฒสต็,ฒ๚ฦท,อโนÛภดฟดฒปหใษ่ผฦบรฟด,ฒ๎ฦภ
9087,ฒสต็,ฒ๚ฦท,อโนÛฒปสวฬซบรฟด,ึะฦภ
9088,ฒสต็,ฒ๚ฦท,อโนÛฒปสวฬซบรฟด,ึะฦภ
9089,ฒสต็,ฒ๚ฦท,อโนÛปนสววๅฮ๚ถศถผฒปธานงฮฌ,ฒ๎ฦภ
9090,ฒสต็,ฒ๚ฦท,อโนÛื๖นคดึฒฺ,ฒ๎ฦภ
9091,ฒสต็,ฒ๚ฦท,อโนÛฟดืลฒปสวบÜบร,ึะฦภ
9092,ฒสต็,ฒ๚ฦท,อโนÛื๖นคดึฒฺ,ฒ๎ฦภ
9093,ฒสต็,ฒ๚ฦท,อโนÛื๖นคดึฒฺ,ฒ๎ฦภ
9094,ฒสต็,ฒ๚ฦท,อโนÛื๖นคดึฒฺ,ฒ๎ฦภ
9095,ฒสต็,ฒ๚ฦท,อโนÛื๖นคดึฒฺ,ฒ๎ฦภ
9096,ฒสต็,ฒ๚ฦท,อโนÛำะตใศฑฯÝตซฒปำฐฯ์ึสมฟ,ึะฦภ
9097,ฒสต็,ฒ๚ฦท,อโนÛฐüืฐำะตใพษ,ึะฦภ
9098,ฒสต็,ฒ๚ฦท,อโนÛฐüืฐำะตใพษ,ึะฦภ
9099,ฒสต็,ฒ๚ฦท,อโนÛื๖นคฒปบร,ฒ๎ฦภ
9100,ฒสต็,ฒ๚ฦท,อโนÛื๖นคาปฐใ,ึะฦภ
9101,ฒสต็,ฒ๚ฦท,อโนÛื๖นคาปฐใ,ึะฦภ
9102,ฒสต็,ฒ๚ฦท,ำะาปตใตใตฤะก่ฆดร,ึะฦภ
9103,ฒสต็,ฒ๚ฦท,ำะาปตใตใตฤะก่ฆดร,ึะฦภ
9104,ฒสต็,ฒ๚ฦท,ำะาปตใตใตฤะก่ฆดร,ึะฦภ
9105,ฒสต็,ฒ๚ฦท,อโนÛื๖นคำะดýฬแธ฿,ึะฦภ
